isoform	tau	group
ENSRNOT00000019023	0	2261
ENSRNOT00000064606	0	2261
ENSRNOT00000002333	0	2273
ENSRNOT00000002336	0	2273
ENSRNOT00000002329	0	2276
ENSRNOT00000037414	0	2280
ENSRNOT00000016340	0	2281
ENSRNOT00000002311	0	2283
ENSRNOT00000041403	0	2286
ENSRNOT00000045437	0	2288
ENSRNOT00000034309	0	2289
ENSRNOT00000041034	0	2289
ENSRNOT00000047857	0	2290
ENSRNOT00000050817	0	2291
ENSRNOT00000043510	0	2292
ENSRNOT00000044868	0	2293
ENSRNOT00000043835	0	2299
ENSRNOT00000025258	0	2301
ENSRNOT00000044072	0	2302
ENSRNOT00000025091	0	2304
ENSRNOT00000040936	0	2312
ENSRNOT00000055879	0	2313
ENSRNOT00000028365	0	2317
ENSRNOT00000025174	0	2320
ENSRNOT00000028355	0	2325
ENSRNOT00000041632	0	2326
ENSRNOT00000049709	0	2328
ENSRNOT00000048729	0	2330
ENSRNOT00000048867	0	2331
ENSRNOT00000048273	0	2332
ENSRNOT00000028343	0	2338
ENSRNOT00000025170	0	2339
ENSRNOT00000031257	0	2346
ENSRNOT00000065461	0	2346
ENSRNOT00000042809	0	2347
ENSRNOT00000040923	0	2347
ENSRNOT00000025723	0	2348
ENSRNOT00000008621	0	2350
ENSRNOT00000038109	0	2351
ENSRNOT00000068707	0	2351
ENSRNOT00000008965	0	2355
ENSRNOT00000008660	0	2357
ENSRNOT00000028332	0	2363
ENSRNOT00000028323	0	2366
ENSRNOT00000028318	0	2369
ENSRNOT00000042298	0	2376
ENSRNOT00000065685	0	2376
ENSRNOT00000064243	0	2376
ENSRNOT00000008803	0	2377
ENSRNOT00000042245	0	2379
ENSRNOT00000041436	0	2381
ENSRNOT00000008616	0	2381
ENSRNOT00000041708	0	2382
ENSRNOT00000047431	0	2383
ENSRNOT00000008605	0	2384
ENSRNOT00000025029	0	2388
ENSRNOT00000025150	0	2389
ENSRNOT00000025027	0	2395
ENSRNOT00000028329	0	2398
ENSRNOT00000045899	0	2398
ENSRNOT00000044132	0	2405
ENSRNOT00000008665	0	2406
ENSRNOT00000068718	0	2408
ENSRNOT00000008700	0	2408
ENSRNOT00000008594	0	2410
ENSRNOT00000013119	0	2412
ENSRNOT00000051968	0	2414
ENSRNOT00000008592	0	2416
ENSRNOT00000025958	0	2421
ENSRNOT00000025003	0	2422
ENSRNOT00000008707	0	2429
ENSRNOT00000008692	0	2432
ENSRNOT00000067809	0	2432
ENSRNOT00000064455	0	2433
ENSRNOT00000024998	0	2435
ENSRNOT00000025068	0	2437
ENSRNOT00000044964	0	2447
ENSRNOT00000045789	0	2448
ENSRNOT00000048152	0	2449
ENSRNOT00000043089	0	2450
ENSRNOT00000048200	0	2455
ENSRNOT00000042554	0	2458
ENSRNOT00000024991	0	2462
ENSRNOT00000066703	0	2464
ENSRNOT00000029203	0	2464
ENSRNOT00000025137	0	2464
ENSRNOT00000067803	0	2464
ENSRNOT00000060629	0	2464
ENSRNOT00000028263	0	2475
ENSRNOT00000064123	0	2479
ENSRNOT00000068690	0	2479
ENSRNOT00000028447	0	2479
ENSRNOT00000051851	0	2482
ENSRNOT00000050276	0	2484
ENSRNOT00000047574	0	2486
ENSRNOT00000008739	0	2488
ENSRNOT00000024971	0	2495
ENSRNOT00000024965	0	2496
ENSRNOT00000028261	0	2500
ENSRNOT00000028247	0	2504
ENSRNOT00000008542	0	2508
ENSRNOT00000024961	0	2510
ENSRNOT00000024957	0	2512
ENSRNOT00000024948	0	2516
ENSRNOT00000028249	0	2517
ENSRNOT00000028229	0	2519
ENSRNOT00000064582	0	2519
ENSRNOT00000009705	0	2523
ENSRNOT00000066532	0	2524
ENSRNOT00000009132	0	2524
ENSRNOT00000028220	0	2529
ENSRNOT00000066485	0	2529
ENSRNOT00000002054	0	2530
ENSRNOT00000065792	0	2538
ENSRNOT00000008654	0	2538
ENSRNOT00000058882	0	2538
ENSRNOT00000045591	0	2540
ENSRNOT00000057187	0	2543
ENSRNOT00000007526	0	2544
ENSRNOT00000029656	0	2547
ENSRNOT00000057178	0	2548
ENSRNOT00000057169	0	2549
ENSRNOT00000057168	0	2550
ENSRNOT00000057159	0	2552
ENSRNOT00000036892	0	2555
ENSRNOT00000038310	0	2556
ENSRNOT00000038239	0	2558
ENSRNOT00000068492	0	2558
ENSRNOT00000057143	0	2565
ENSRNOT00000057140	0	2566
ENSRNOT00000028924	0	2568
ENSRNOT00000035138	0	2576
ENSRNOT00000041731	0	2577
ENSRNOT00000036103	0	2578
ENSRNOT00000057111	0	2582
ENSRNOT00000046091	0	2583
ENSRNOT00000057107	0	2584
ENSRNOT00000018322	0	2586
ENSRNOT00000057090	0	2596
ENSRNOT00000043102	0	2597
ENSRNOT00000048758	0	2597
ENSRNOT00000051890	0	2597
ENSRNOT00000041946	0	2601
ENSRNOT00000018876	0	2601
ENSRNOT00000066959	0	2601
ENSRNOT00000057070	0	2609
ENSRNOT00000057069	0	2610
ENSRNOT00000057068	0	2610
ENSRNOT00000057067	0	2611
ENSRNOT00000018652	0	2618
ENSRNOT00000057075	0	2620
ENSRNOT00000055863	0	2622
ENSRNOT00000035496	0	2624
ENSRNOT00000057061	0	2628
ENSRNOT00000043861	0	2635
ENSRNOT00000002297	0	2636
ENSRNOT00000057044	0	2637
ENSRNOT00000018294	0	2641
ENSRNOT00000044313	0	2644
ENSRNOT00000066690	0	2644
ENSRNOT00000037047	0	2646
ENSRNOT00000057037	0	2651
ENSRNOT00000057017	0	2661
ENSRNOT00000018697	0	2669
ENSRNOT00000066241	0	2669
ENSRNOT00000032928	0	2675
ENSRNOT00000035989	0	2677
ENSRNOT00000059078	0	2677
ENSRNOT00000002277	0	2679
ENSRNOT00000031984	0	2684
ENSRNOT00000033809	0	2685
ENSRNOT00000035411	0	2692
ENSRNOT00000049456	0	2693
ENSRNOT00000033075	0	2695
ENSRNOT00000036545	0	2697
ENSRNOT00000002262	0	2698
ENSRNOT00000066940	0	2698
ENSRNOT00000002259	0	2700
ENSRNOT00000039999	0	2703
ENSRNOT00000018300	0	2708
ENSRNOT00000018331	0	2719
ENSRNOT00000040542	0	2721
ENSRNOT00000018356	0	2722
ENSRNOT00000046751	0	2722
ENSRNOT00000002232	0	2724
ENSRNOT00000064107	0	2728
ENSRNOT00000018251	0	2728
ENSRNOT00000018177	0	2732
ENSRNOT00000044900	0	2737
ENSRNOT00000047707	0	2737
ENSRNOT00000002189	0	2744
ENSRNOT00000002187	0	2746
ENSRNOT00000002185	0	2747
ENSRNOT00000051721	0	2751
ENSRNOT00000040258	0	2754
ENSRNOT00000051451	0	2755
ENSRNOT00000046194	0	2759
ENSRNOT00000040349	0	2762
ENSRNOT00000024945	0	2765
ENSRNOT00000024940	0	2767
ENSRNOT00000042209	0	2769
ENSRNOT00000045621	0	2774
ENSRNOT00000024937	0	2778
ENSRNOT00000028213	0	2791
ENSRNOT00000055196	0	2791
ENSRNOT00000046355	0	2793
ENSRNOT00000049924	0	2797
ENSRNOT00000052321	0	2799
ENSRNOT00000025053	0	2800
ENSRNOT00000025002	0	2804
ENSRNOT00000041435	0	2813
ENSRNOT00000051733	0	2817
ENSRNOT00000008656	0	2818
ENSRNOT00000042667	0	2820
ENSRNOT00000047278	0	2821
ENSRNOT00000008494	0	2823
ENSRNOT00000024904	0	2827
ENSRNOT00000028196	0	2836
ENSRNOT00000029626	0	2845
ENSRNOT00000059420	0	2845
ENSRNOT00000052126	0	2846
ENSRNOT00000057869	0	2848
ENSRNOT00000008475	0	2850
ENSRNOT00000048313	0	2867
ENSRNOT00000045673	0	2869
ENSRNOT00000008469	0	2872
ENSRNOT00000047207	0	2873
ENSRNOT00000008473	0	2874
ENSRNOT00000048660	0	2875
ENSRNOT00000045888	0	2876
ENSRNOT00000009062	0	2878
ENSRNOT00000067635	0	2878
ENSRNOT00000009158	0	2879
ENSRNOT00000044161	0	2879
ENSRNOT00000024912	0	2881
ENSRNOT00000045376	0	2890
ENSRNOT00000050404	0	2894
ENSRNOT00000024918	0	2899
ENSRNOT00000024999	0	2905
ENSRNOT00000028164	0	2907
ENSRNOT00000047946	0	2912
ENSRNOT00000040957	0	2914
ENSRNOT00000050173	0	2917
ENSRNOT00000025047	0	2921
ENSRNOT00000045587	0	2921
ENSRNOT00000046169	0	2922
ENSRNOT00000025094	0	2925
ENSRNOT00000028129	0	2928
ENSRNOT00000028126	0	2929
ENSRNOT00000049903	0	2933
ENSRNOT00000042977	0	2936
ENSRNOT00000064022	0	2936
ENSRNOT00000041295	0	2936
ENSRNOT00000044862	0	2938
ENSRNOT00000008435	0	2940
ENSRNOT00000028121	0	2957
ENSRNOT00000028113	0	2960
ENSRNOT00000008423	0	2961
ENSRNOT00000008419	0	2964
ENSRNOT00000024855	0	2967
ENSRNOT00000024832	0	2969
ENSRNOT00000024800	0	2973
ENSRNOT00000028111	0	2974
ENSRNOT00000008415	0	2983
ENSRNOT00000008485	0	2984
ENSRNOT00000048880	0	2985
ENSRNOT00000008461	0	2987
ENSRNOT00000008396	0	2999
ENSRNOT00000008384	0	3003
ENSRNOT00000008614	0	3004
ENSRNOT00000056972	0	3010
ENSRNOT00000056958	0	3011
ENSRNOT00000035423	0	3017
ENSRNOT00000056909	0	3026
ENSRNOT00000033722	0	3027
ENSRNOT00000030329	0	3028
ENSRNOT00000051834	0	3030
ENSRNOT00000051326	0	3032
ENSRNOT00000042656	0	3033
ENSRNOT00000056894	0	3042
ENSRNOT00000056893	0	3043
ENSRNOT00000056887	0	3044
ENSRNOT00000018365	0	3052
ENSRNOT00000029211	0	3055
ENSRNOT00000056866	0	3057
ENSRNOT00000056863	0	3059
ENSRNOT00000056854	0	3061
ENSRNOT00000056841	0	3063
ENSRNOT00000063889	0	3065
ENSRNOT00000018205	0	3065
ENSRNOT00000066564	0	3065
ENSRNOT00000030913	0	3072
ENSRNOT00000039378	0	3076
ENSRNOT00000056831	0	3079
ENSRNOT00000056830	0	3079
ENSRNOT00000056822	0	3082
ENSRNOT00000021986	0	3094
ENSRNOT00000056814	0	3098
ENSRNOT00000002166	0	3102
ENSRNOT00000038804	0	3107
ENSRNOT00000018127	0	3110
ENSRNOT00000052226	0	3113
ENSRNOT00000002156	0	3119
ENSRNOT00000056797	0	3121
ENSRNOT00000002155	0	3122
ENSRNOT00000002154	0	3123
ENSRNOT00000068636	0	3123
ENSRNOT00000050717	0	3124
ENSRNOT00000002158	0	3128
ENSRNOT00000002148	0	3131
ENSRNOT00000065426	0	3133
ENSRNOT00000002146	0	3133
ENSRNOT00000018198	0	3140
ENSRNOT00000050012	0	3142
ENSRNOT00000033832	0	3142
ENSRNOT00000039429	0	3144
ENSRNOT00000021748	0	3145
ENSRNOT00000033511	0	3147
ENSRNOT00000002140	0	3151
ENSRNOT00000002138	0	3152
ENSRNOT00000002137	0	3153
ENSRNOT00000018226	0	3158
ENSRNOT00000021832	0	3159
ENSRNOT00000042522	0	3161
ENSRNOT00000044610	0	3161
ENSRNOT00000041667	0	3161
ENSRNOT00000032921	0	3161
ENSRNOT00000002132	0	3165
ENSRNOT00000002131	0	3166
ENSRNOT00000002126	0	3167
ENSRNOT00000066010	0	3170
ENSRNOT00000018246	0	3170
ENSRNOT00000035220	0	3174
ENSRNOT00000036852	0	3178
ENSRNOT00000018076	0	3187
ENSRNOT00000018176	0	3189
ENSRNOT00000018179	0	3196
ENSRNOT00000056220	0	3199
ENSRNOT00000002078	0	3216
ENSRNOT00000002076	0	3217
ENSRNOT00000048797	0	3220
ENSRNOT00000010630	0	3220
ENSRNOT00000002063	0	3224
ENSRNOT00000045767	0	3230
ENSRNOT00000043328	0	3230
ENSRNOT00000048593	0	3234
ENSRNOT00000042068	0	3239
ENSRNOT00000052294	0	3240
ENSRNOT00000024978	0	3241
ENSRNOT00000064642	0	3244
ENSRNOT00000024803	0	3245
ENSRNOT00000024798	0	3246
ENSRNOT00000042262	0	3252
ENSRNOT00000049686	0	3254
ENSRNOT00000044351	0	3255
ENSRNOT00000024785	0	3258
ENSRNOT00000064817	0	3265
ENSRNOT00000012577	0	3269
ENSRNOT00000028091	0	3287
ENSRNOT00000046435	0	3287
ENSRNOT00000028082	0	3288
ENSRNOT00000028093	0	3289
ENSRNOT00000048309	0	3294
ENSRNOT00000048859	0	3295
ENSRNOT00000065788	0	3295
ENSRNOT00000051748	0	3295
ENSRNOT00000044466	0	3295
ENSRNOT00000050893	0	3297
ENSRNOT00000052007	0	3298
ENSRNOT00000008387	0	3299
ENSRNOT00000008386	0	3302
ENSRNOT00000065692	0	3311
ENSRNOT00000051376	0	3311
ENSRNOT00000024724	0	3314
ENSRNOT00000041124	0	3322
ENSRNOT00000049147	0	3325
ENSRNOT00000047309	0	3327
ENSRNOT00000008358	0	3330
ENSRNOT00000024722	0	3334
ENSRNOT00000024766	0	3336
ENSRNOT00000050941	0	3348
ENSRNOT00000047459	0	3349
ENSRNOT00000046136	0	3350
ENSRNOT00000008357	0	3354
ENSRNOT00000028031	0	3370
ENSRNOT00000064184	0	3374
ENSRNOT00000028064	0	3374
ENSRNOT00000050147	0	3375
ENSRNOT00000049355	0	3376
ENSRNOT00000012310	0	3377
ENSRNOT00000008655	0	3380
ENSRNOT00000041986	0	3381
ENSRNOT00000008613	0	3382
ENSRNOT00000043721	0	3383
ENSRNOT00000060494	0	3385
ENSRNOT00000008917	0	3385
ENSRNOT00000047691	0	3387
ENSRNOT00000046014	0	3387
ENSRNOT00000040190	0	3387
ENSRNOT00000008341	0	3388
ENSRNOT00000008468	0	3389
ENSRNOT00000024770	0	3390
ENSRNOT00000047618	0	3390
ENSRNOT00000024897	0	3391
ENSRNOT00000066400	0	3391
ENSRNOT00000024765	0	3392
ENSRNOT00000059677	0	3398
ENSRNOT00000049710	0	3405
ENSRNOT00000041604	0	3407
ENSRNOT00000036216	0	3407
ENSRNOT00000050794	0	3408
ENSRNOT00000008712	0	3411
ENSRNOT00000009030	0	3411
ENSRNOT00000044184	0	3411
ENSRNOT00000050999	0	3411
ENSRNOT00000046609	0	3411
ENSRNOT00000043261	0	3411
ENSRNOT00000064567	0	3411
ENSRNOT00000040603	0	3412
ENSRNOT00000034584	0	3413
ENSRNOT00000041987	0	3414
ENSRNOT00000024751	0	3420
ENSRNOT00000068329	0	3420
ENSRNOT00000024680	0	3423
ENSRNOT00000028011	0	3425
ENSRNOT00000028007	0	3427
ENSRNOT00000028012	0	3432
ENSRNOT00000047196	0	3435
ENSRNOT00000043529	0	3439
ENSRNOT00000040608	0	3442
ENSRNOT00000027988	0	3452
ENSRNOT00000027986	0	3456
ENSRNOT00000009039	0	3458
ENSRNOT00000008754	0	3465
ENSRNOT00000024752	0	3467
ENSRNOT00000008905	0	3481
ENSRNOT00000042553	0	3481
ENSRNOT00000061789	0	3481
ENSRNOT00000008286	0	3482
ENSRNOT00000008407	0	3483
ENSRNOT00000008643	0	3497
ENSRNOT00000008481	0	3498
ENSRNOT00000008260	0	3501
ENSRNOT00000056768	0	3507
ENSRNOT00000056756	0	3509
ENSRNOT00000056754	0	3510
ENSRNOT00000056743	0	3512
ENSRNOT00000056742	0	3513
ENSRNOT00000056726	0	3519
ENSRNOT00000056723	0	3521
ENSRNOT00000056722	0	3522
ENSRNOT00000056720	0	3523
ENSRNOT00000056718	0	3524
ENSRNOT00000037257	0	3526
ENSRNOT00000039835	0	3529
ENSRNOT00000040331	0	3530
ENSRNOT00000056714	0	3531
ENSRNOT00000056709	0	3533
ENSRNOT00000038294	0	3536
ENSRNOT00000044694	0	3538
ENSRNOT00000037527	0	3540
ENSRNOT00000031927	0	3542
ENSRNOT00000056687	0	3545
ENSRNOT00000039049	0	3546
ENSRNOT00000048723	0	3548
ENSRNOT00000037433	0	3549
ENSRNOT00000056678	0	3553
ENSRNOT00000056677	0	3553
ENSRNOT00000056662	0	3558
ENSRNOT00000018163	0	3560
ENSRNOT00000060814	0	3560
ENSRNOT00000036983	0	3564
ENSRNOT00000028972	0	3565
ENSRNOT00000056661	0	3568
ENSRNOT00000056654	0	3571
ENSRNOT00000056649	0	3572
ENSRNOT00000056643	0	3574
ENSRNOT00000056642	0	3574
ENSRNOT00000061567	0	3580
ENSRNOT00000034132	0	3583
ENSRNOT00000029035	0	3585
ENSRNOT00000056633	0	3589
ENSRNOT00000056631	0	3591
ENSRNOT00000056629	0	3592
ENSRNOT00000056627	0	3593
ENSRNOT00000036963	0	3599
ENSRNOT00000035013	0	3601
ENSRNOT00000038120	0	3603
ENSRNOT00000056621	0	3607
ENSRNOT00000056614	0	3609
ENSRNOT00000002042	0	3612
ENSRNOT00000047289	0	3612
ENSRNOT00000056610	0	3613
ENSRNOT00000018110	0	3619
ENSRNOT00000035789	0	3624
ENSRNOT00000056602	0	3634
ENSRNOT00000056601	0	3636
ENSRNOT00000037904	0	3651
ENSRNOT00000061648	0	3652
ENSRNOT00000068640	0	3658
ENSRNOT00000033499	0	3658
ENSRNOT00000002001	0	3658
ENSRNOT00000056943	0	3660
ENSRNOT00000017958	0	3661
ENSRNOT00000018373	0	3662
ENSRNOT00000039581	0	3670
ENSRNOT00000001990	0	3673
ENSRNOT00000054729	0	3673
ENSRNOT00000015801	0	3673
ENSRNOT00000018221	0	3676
ENSRNOT00000017952	0	3678
ENSRNOT00000001971	0	3695
ENSRNOT00000042389	0	3695
ENSRNOT00000001972	0	3695
ENSRNOT00000018180	0	3698
ENSRNOT00000064201	0	3698
ENSRNOT00000017963	0	3699
ENSRNOT00000017948	0	3700
ENSRNOT00000017926	0	3705
ENSRNOT00000001963	0	3709
ENSRNOT00000018003	0	3714
ENSRNOT00000018137	0	3717
ENSRNOT00000017969	0	3720
ENSRNOT00000001957	0	3721
ENSRNOT00000001952	0	3724
ENSRNOT00000065342	0	3730
ENSRNOT00000068045	0	3730
ENSRNOT00000036648	0	3730
ENSRNOT00000018476	0	3730
ENSRNOT00000018109	0	3731
ENSRNOT00000059530	0	3739
ENSRNOT00000001914	0	3747
ENSRNOT00000001910	0	3750
ENSRNOT00000051165	0	3754
ENSRNOT00000043221	0	3755
ENSRNOT00000046586	0	3763
ENSRNOT00000041455	0	3763
ENSRNOT00000040777	0	3764
ENSRNOT00000024611	0	3774
ENSRNOT00000047037	0	3776
ENSRNOT00000047833	0	3777
ENSRNOT00000043276	0	3777
ENSRNOT00000041111	0	3777
ENSRNOT00000042724	0	3780
ENSRNOT00000044883	0	3781
ENSRNOT00000024600	0	3787
ENSRNOT00000044754	0	3799
ENSRNOT00000046254	0	3801
ENSRNOT00000049542	0	3802
ENSRNOT00000044848	0	3803
ENSRNOT00000051244	0	3805
ENSRNOT00000024619	0	3807
ENSRNOT00000027936	0	3812
ENSRNOT00000027929	0	3817
ENSRNOT00000027931	0	3819
ENSRNOT00000045037	0	3821
ENSRNOT00000042357	0	3823
ENSRNOT00000008270	0	3824
ENSRNOT00000047602	0	3825
ENSRNOT00000008880	0	3828
ENSRNOT00000047993	0	3830
ENSRNOT00000046984	0	3830
ENSRNOT00000009058	0	3831
ENSRNOT00000024616	0	3832
ENSRNOT00000024580	0	3838
ENSRNOT00000050464	0	3844
ENSRNOT00000046688	0	3846
ENSRNOT00000049910	0	3848
ENSRNOT00000050334	0	3850
ENSRNOT00000047671	0	3853
ENSRNOT00000008447	0	3855
ENSRNOT00000008535	0	3856
ENSRNOT00000025119	0	3859
ENSRNOT00000067539	0	3864
ENSRNOT00000027895	0	3864
ENSRNOT00000054909	0	3866
ENSRNOT00000054908	0	3866
ENSRNOT00000044929	0	3868
ENSRNOT00000048423	0	3869
ENSRNOT00000049742	0	3871
ENSRNOT00000051670	0	3872
ENSRNOT00000041259	0	3874
ENSRNOT00000008230	0	3875
ENSRNOT00000024556	0	3876
ENSRNOT00000045741	0	3887
ENSRNOT00000043664	0	3888
ENSRNOT00000044405	0	3889
ENSRNOT00000049457	0	3890
ENSRNOT00000008224	0	3891
ENSRNOT00000052037	0	3892
ENSRNOT00000045433	0	3892
ENSRNOT00000046837	0	3892
ENSRNOT00000049471	0	3896
ENSRNOT00000059551	0	3914
ENSRNOT00000051645	0	3916
ENSRNOT00000048229	0	3916
ENSRNOT00000045743	0	3918
ENSRNOT00000008207	0	3919
ENSRNOT00000052356	0	3920
ENSRNOT00000048500	0	3921
ENSRNOT00000008544	0	3922
ENSRNOT00000043970	0	3923
ENSRNOT00000064710	0	3925
ENSRNOT00000027851	0	3934
ENSRNOT00000027845	0	3939
ENSRNOT00000013760	0	3940
ENSRNOT00000050751	0	3941
ENSRNOT00000044769	0	3945
ENSRNOT00000024547	0	3949
ENSRNOT00000024757	0	3950
ENSRNOT00000064267	0	3950
ENSRNOT00000008985	0	3962
ENSRNOT00000064423	0	3962
ENSRNOT00000024504	0	3968
ENSRNOT00000024519	0	3970
ENSRNOT00000024901	0	3973
ENSRNOT00000008414	0	3979
ENSRNOT00000008157	0	3990
ENSRNOT00000059625	0	3995
ENSRNOT00000008831	0	3995
ENSRNOT00000056598	0	3996
ENSRNOT00000056597	0	3997
ENSRNOT00000056571	0	4002
ENSRNOT00000056567	0	4004
ENSRNOT00000044666	0	4005
ENSRNOT00000056559	0	4007
ENSRNOT00000059230	0	4013
ENSRNOT00000034750	0	4014
ENSRNOT00000056547	0	4015
ENSRNOT00000056546	0	4016
ENSRNOT00000056545	0	4017
ENSRNOT00000056542	0	4019
ENSRNOT00000056532	0	4023
ENSRNOT00000030203	0	4027
ENSRNOT00000056514	0	4032
ENSRNOT00000038663	0	4036
ENSRNOT00000056501	0	4044
ENSRNOT00000056500	0	4045
ENSRNOT00000056499	0	4046
ENSRNOT00000056498	0	4047
ENSRNOT00000056496	0	4048
ENSRNOT00000055349	0	4050
ENSRNOT00000017945	0	4053
ENSRNOT00000068069	0	4055
ENSRNOT00000035110	0	4057
ENSRNOT00000037615	0	4058
ENSRNOT00000037214	0	4060
ENSRNOT00000056495	0	4063
ENSRNOT00000003233	0	4064
ENSRNOT00000052261	0	4065
ENSRNOT00000018058	0	4068
ENSRNOT00000045392	0	4078
ENSRNOT00000035054	0	4079
ENSRNOT00000056476	0	4084
ENSRNOT00000056475	0	4084
ENSRNOT00000056473	0	4085
ENSRNOT00000056467	0	4087
ENSRNOT00000040782	0	4088
ENSRNOT00000042513	0	4089
ENSRNOT00000017909	0	4091
ENSRNOT00000018015	0	4093
ENSRNOT00000060087	0	4093
ENSRNOT00000060085	0	4093
ENSRNOT00000060084	0	4093
ENSRNOT00000060083	0	4093
ENSRNOT00000017876	0	4096
ENSRNOT00000031116	0	4100
ENSRNOT00000034404	0	4102
ENSRNOT00000043696	0	4103
ENSRNOT00000056461	0	4104
ENSRNOT00000001893	0	4105
ENSRNOT00000051128	0	4111
ENSRNOT00000050379	0	4112
ENSRNOT00000056456	0	4114
ENSRNOT00000001883	0	4115
ENSRNOT00000017854	0	4118
ENSRNOT00000017843	0	4120
ENSRNOT00000018718	0	4121
ENSRNOT00000034346	0	4124
ENSRNOT00000037665	0	4125
ENSRNOT00000056446	0	4128
ENSRNOT00000056435	0	4132
ENSRNOT00000056428	0	4137
ENSRNOT00000056427	0	4138
ENSRNOT00000032906	0	4144
ENSRNOT00000037019	0	4146
ENSRNOT00000032960	0	4148
ENSRNOT00000001863	0	4149
ENSRNOT00000048397	0	4150
ENSRNOT00000063923	0	4150
ENSRNOT00000017847	0	4157
ENSRNOT00000034884	0	4163
ENSRNOT00000001844	0	4166
ENSRNOT00000017795	0	4170
ENSRNOT00000048891	0	4191
ENSRNOT00000064223	0	4207
ENSRNOT00000017884	0	4207
ENSRNOT00000001809	0	4210
ENSRNOT00000017765	0	4218
ENSRNOT00000064781	0	4221
ENSRNOT00000040024	0	4221
ENSRNOT00000017774	0	4221
ENSRNOT00000001797	0	4223
ENSRNOT00000041068	0	4224
ENSRNOT00000001780	0	4231
ENSRNOT00000001772	0	4235
ENSRNOT00000049730	0	4242
ENSRNOT00000048058	0	4243
ENSRNOT00000041413	0	4245
ENSRNOT00000051965	0	4246
ENSRNOT00000052208	0	4248
ENSRNOT00000045213	0	4249
ENSRNOT00000047933	0	4251
ENSRNOT00000047744	0	4253
ENSRNOT00000024480	0	4255
ENSRNOT00000066989	0	4258
ENSRNOT00000064376	0	4258
ENSRNOT00000060637	0	4258
ENSRNOT00000051837	0	4258
ENSRNOT00000024682	0	4258
ENSRNOT00000041814	0	4258
ENSRNOT00000045144	0	4258
ENSRNOT00000060636	0	4258
ENSRNOT00000044912	0	4258
ENSRNOT00000024603	0	4258
ENSRNOT00000044023	0	4259
ENSRNOT00000065790	0	4259
ENSRNOT00000048223	0	4260
ENSRNOT00000046864	0	4261
ENSRNOT00000040770	0	4262
ENSRNOT00000058835	0	4262
ENSRNOT00000058834	0	4262
ENSRNOT00000058833	0	4262
ENSRNOT00000045856	0	4262
ENSRNOT00000058832	0	4262
ENSRNOT00000024463	0	4274
ENSRNOT00000027792	0	4276
ENSRNOT00000046926	0	4278
ENSRNOT00000056486	0	4279
ENSRNOT00000049758	0	4280
ENSRNOT00000042228	0	4282
ENSRNOT00000037757	0	4283
ENSRNOT00000049962	0	4284
ENSRNOT00000024483	0	4286
ENSRNOT00000024438	0	4288
ENSRNOT00000027783	0	4289
ENSRNOT00000040850	0	4296
ENSRNOT00000027832	0	4296
ENSRNOT00000050953	0	4301
ENSRNOT00000043363	0	4303
ENSRNOT00000048841	0	4307
ENSRNOT00000044799	0	4308
ENSRNOT00000024424	0	4310
ENSRNOT00000045509	0	4323
ENSRNOT00000048210	0	4324
ENSRNOT00000047453	0	4328
ENSRNOT00000008096	0	4334
ENSRNOT00000024492	0	4339
ENSRNOT00000027739	0	4342
ENSRNOT00000046488	0	4349
ENSRNOT00000057824	0	4349
ENSRNOT00000047137	0	4351
ENSRNOT00000046947	0	4353
ENSRNOT00000043790	0	4354
ENSRNOT00000042640	0	4355
ENSRNOT00000008304	0	4356
ENSRNOT00000064696	0	4356
ENSRNOT00000008086	0	4357
ENSRNOT00000024393	0	4364
ENSRNOT00000024536	0	4366
ENSRNOT00000066037	0	4375
ENSRNOT00000051694	0	4376
ENSRNOT00000046481	0	4377
ENSRNOT00000041690	0	4382
ENSRNOT00000008077	0	4383
ENSRNOT00000043801	0	4384
ENSRNOT00000008088	0	4386
ENSRNOT00000040769	0	4399
ENSRNOT00000041429	0	4400
ENSRNOT00000043036	0	4401
ENSRNOT00000058445	0	4402
ENSRNOT00000050870	0	4402
ENSRNOT00000041980	0	4404
ENSRNOT00000008872	0	4405
ENSRNOT00000008212	0	4407
ENSRNOT00000049945	0	4425
ENSRNOT00000043809	0	4426
ENSRNOT00000008113	0	4429
ENSRNOT00000008221	0	4431
ENSRNOT00000066970	0	4431
ENSRNOT00000008327	0	4433
ENSRNOT00000024351	0	4441
ENSRNOT00000027681	0	4447
ENSRNOT00000060876	0	4448
ENSRNOT00000008056	0	4452
ENSRNOT00000041207	0	4455
ENSRNOT00000027682	0	4471
ENSRNOT00000008139	0	4473
ENSRNOT00000008497	0	4475
ENSRNOT00000027686	0	4478
ENSRNOT00000027656	0	4479
ENSRNOT00000008081	0	4482
ENSRNOT00000068355	0	4485
ENSRNOT00000008153	0	4487
ENSRNOT00000056397	0	4498
ENSRNOT00000046356	0	4500
ENSRNOT00000056386	0	4501
ENSRNOT00000056385	0	4501
ENSRNOT00000056363	0	4505
ENSRNOT00000056360	0	4506
ENSRNOT00000056343	0	4511
ENSRNOT00000056342	0	4512
ENSRNOT00000038553	0	4517
ENSRNOT00000056325	0	4525
ENSRNOT00000035948	0	4528
ENSRNOT00000056319	0	4535
ENSRNOT00000029210	0	4543
ENSRNOT00000017840	0	4558
ENSRNOT00000034832	0	4561
ENSRNOT00000056274	0	4567
ENSRNOT00000056258	0	4569
ENSRNOT00000047572	0	4577
ENSRNOT00000017741	0	4577
