isoform	tau	group
ENSRNOT00000020578	4.50E-07	477
ENSRNOT00000058623	4.50E-07	5527
ENSRNOT00000054961	4.50E-07	17966
ENSRNOT00000011863	4.51E-07	23696
ENSRNOT00000058309	4.51E-07	14549
ENSRNOT00000040877	4.51E-07	13244
ENSRNOT00000066837	4.51E-07	21650
ENSRNOT00000063773	4.51E-07	10230
ENSRNOT00000063820	4.52E-07	20284
ENSRNOT00000047560	4.52E-07	6649
ENSRNOT00000023829	4.52E-07	17387
ENSRNOT00000061682	4.52E-07	957
ENSRNOT00000055186	4.52E-07	20249
ENSRNOT00000041674	4.52E-07	10809
ENSRNOT00000066013	4.52E-07	13761
ENSRNOT00000061370	4.53E-07	21081
ENSRNOT00000042326	4.53E-07	15624
ENSRNOT00000012066	4.53E-07	9060
ENSRNOT00000016143	4.53E-07	21024
ENSRNOT00000009299	4.54E-07	600
ENSRNOT00000059845	4.54E-07	24375
ENSRNOT00000044296	4.54E-07	610
ENSRNOT00000066365	4.55E-07	14468
ENSRNOT00000033004	4.55E-07	20467
ENSRNOT00000021308	4.55E-07	22184
ENSRNOT00000059127	4.56E-07	23750
ENSRNOT00000048024	4.56E-07	8107
ENSRNOT00000043165	4.56E-07	12501
ENSRNOT00000067011	4.56E-07	22278
ENSRNOT00000015678	4.56E-07	7492
ENSRNOT00000043922	4.56E-07	5332
ENSRNOT00000022820	4.56E-07	14038
ENSRNOT00000066638	4.56E-07	14793
ENSRNOT00000006470	4.57E-07	7261
ENSRNOT00000017875	4.57E-07	4072
ENSRNOT00000017025	4.57E-07	17569
ENSRNOT00000065006	4.57E-07	22739
ENSRNOT00000010113	4.57E-07	12170
ENSRNOT00000010330	4.57E-07	12054
ENSRNOT00000035368	4.57E-07	24570
ENSRNOT00000048965	4.57E-07	9235
ENSRNOT00000004402	4.57E-07	23997
ENSRNOT00000065262	4.58E-07	9792
ENSRNOT00000050454	4.58E-07	15307
ENSRNOT00000042737	4.58E-07	10154
ENSRNOT00000040650	4.58E-07	7624
ENSRNOT00000005296	4.58E-07	21362
ENSRNOT00000049975	4.58E-07	18799
ENSRNOT00000059545	4.58E-07	11857
ENSRNOT00000019579	4.58E-07	13194
ENSRNOT00000067630	4.58E-07	23350
ENSRNOT00000018309	4.59E-07	2263
ENSRNOT00000035815	4.59E-07	13269
ENSRNOT00000008045	4.59E-07	4850
ENSRNOT00000016103	4.59E-07	20907
ENSRNOT00000030425	4.60E-07	21572
ENSRNOT00000066513	4.60E-07	14968
ENSRNOT00000023404	4.60E-07	18886
ENSRNOT00000019601	4.60E-07	14224
ENSRNOT00000065064	4.60E-07	14771
ENSRNOT00000059687	4.60E-07	13516
ENSRNOT00000047354	4.61E-07	18789
ENSRNOT00000043161	4.61E-07	12565
ENSRNOT00000032739	4.61E-07	13412
ENSRNOT00000065463	4.61E-07	6779
ENSRNOT00000019930	4.61E-07	12809
ENSRNOT00000045868	4.61E-07	3587
ENSRNOT00000006023	4.62E-07	7835
ENSRNOT00000021229	4.62E-07	22668
ENSRNOT00000049161	4.62E-07	5922
ENSRNOT00000037611	4.63E-07	21114
ENSRNOT00000014349	4.63E-07	397
ENSRNOT00000005878	4.63E-07	8302
ENSRNOT00000054875	4.63E-07	18020
ENSRNOT00000039543	4.63E-07	10586
ENSRNOT00000065156	4.64E-07	7108
ENSRNOT00000026873	4.64E-07	10511
ENSRNOT00000012801	4.64E-07	9007
ENSRNOT00000024469	4.64E-07	4318
ENSRNOT00000066825	4.66E-07	13290
ENSRNOT00000031043	4.66E-07	16989
ENSRNOT00000056396	4.66E-07	15965
ENSRNOT00000039882	4.67E-07	16798
ENSRNOT00000031678	4.67E-07	9575
ENSRNOT00000021877	4.67E-07	9385
ENSRNOT00000055757	4.67E-07	13512
ENSRNOT00000021037	4.68E-07	22621
ENSRNOT00000051852	4.68E-07	2710
ENSRNOT00000015083	4.68E-07	10620
ENSRNOT00000055933	4.68E-07	5220
ENSRNOT00000010244	4.68E-07	13087
ENSRNOT00000057945	4.68E-07	11484
ENSRNOT00000017744	4.69E-07	4678
ENSRNOT00000043609	4.69E-07	11319
ENSRNOT00000022980	4.70E-07	5915
ENSRNOT00000023865	4.70E-07	17363
ENSRNOT00000045629	4.70E-07	2951
ENSRNOT00000043562	4.70E-07	3303
ENSRNOT00000033717	4.70E-07	336
ENSRNOT00000015096	4.70E-07	10007
ENSRNOT00000051075	4.70E-07	17245
ENSRNOT00000008504	4.71E-07	2877
ENSRNOT00000043527	4.71E-07	20341
ENSRNOT00000043345	4.71E-07	17861
ENSRNOT00000043971	4.72E-07	19752
ENSRNOT00000012216	4.72E-07	8524
ENSRNOT00000026430	4.72E-07	12641
ENSRNOT00000040909	4.72E-07	20235
ENSRNOT00000003312	4.73E-07	13828
ENSRNOT00000015673	4.73E-07	7437
ENSRNOT00000050565	4.73E-07	1087
ENSRNOT00000020367	4.73E-07	24685
ENSRNOT00000023486	4.74E-07	18255
ENSRNOT00000011567	4.74E-07	21501
ENSRNOT00000000342	4.74E-07	19571
ENSRNOT00000043799	4.74E-07	12342
ENSRNOT00000012690	4.74E-07	6955
ENSRNOT00000009683	4.74E-07	14064
ENSRNOT00000022687	4.75E-07	6732
ENSRNOT00000028992	4.75E-07	7896
ENSRNOT00000046749	4.76E-07	19188
ENSRNOT00000012655	4.76E-07	7479
ENSRNOT00000001988	4.76E-07	3674
ENSRNOT00000016458	4.77E-07	19948
ENSRNOT00000022805	4.77E-07	20731
ENSRNOT00000023984	4.77E-07	17232
ENSRNOT00000047507	4.77E-07	8713
ENSRNOT00000066446	4.78E-07	16144
ENSRNOT00000058434	4.78E-07	9899
ENSRNOT00000007004	4.78E-07	19220
ENSRNOT00000048551	4.78E-07	7800
ENSRNOT00000023158	4.78E-07	19361
ENSRNOT00000041253	4.79E-07	12481
ENSRNOT00000007002	4.79E-07	19369
ENSRNOT00000038431	4.79E-07	16553
ENSRNOT00000046813	4.79E-07	18715
ENSRNOT00000037624	4.79E-07	24248
ENSRNOT00000010761	4.79E-07	2285
ENSRNOT00000012543	4.80E-07	7404
ENSRNOT00000030972	4.80E-07	14116
ENSRNOT00000011169	4.80E-07	23265
ENSRNOT00000033551	4.80E-07	22796
ENSRNOT00000006144	4.80E-07	7838
ENSRNOT00000066935	4.80E-07	3068
ENSRNOT00000000383	4.81E-07	19527
ENSRNOT00000013909	4.81E-07	24101
ENSRNOT00000018000	4.81E-07	3598
ENSRNOT00000042544	4.81E-07	18635
ENSRNOT00000002310	4.81E-07	2284
ENSRNOT00000041981	4.81E-07	3588
ENSRNOT00000065514	4.82E-07	10218
ENSRNOT00000020226	4.82E-07	12357
ENSRNOT00000067667	4.82E-07	11138
ENSRNOT00000055948	4.82E-07	8252
ENSRNOT00000012640	4.82E-07	20816
ENSRNOT00000059338	4.83E-07	11664
ENSRNOT00000049785	4.83E-07	21645
ENSRNOT00000066393	4.83E-07	1885
ENSRNOT00000061529	4.83E-07	23666
ENSRNOT00000006374	4.83E-07	12315
ENSRNOT00000009072	4.84E-07	831
ENSRNOT00000014636	4.84E-07	22068
ENSRNOT00000014681	4.84E-07	22083
ENSRNOT00000046876	4.84E-07	17318
ENSRNOT00000058474	4.84E-07	14082
ENSRNOT00000065111	4.84E-07	2219
ENSRNOT00000008582	4.85E-07	3301
ENSRNOT00000068303	4.85E-07	21621
ENSRNOT00000024963	4.85E-07	2764
ENSRNOT00000037218	4.85E-07	17245
ENSRNOT00000000184	4.86E-07	20586
ENSRNOT00000067241	4.86E-07	3369
ENSRNOT00000028897	4.86E-07	15311
ENSRNOT00000004256	4.87E-07	117
ENSRNOT00000041381	4.87E-07	2499
ENSRNOT00000018184	4.87E-07	7523
ENSRNOT00000015429	4.87E-07	8541
ENSRNOT00000057232	4.88E-07	23925
ENSRNOT00000009672	4.88E-07	14373
ENSRNOT00000042458	4.88E-07	9986
ENSRNOT00000048748	4.89E-07	4241
ENSRNOT00000046998	4.89E-07	13894
ENSRNOT00000064557	4.89E-07	17287
ENSRNOT00000059525	4.89E-07	3353
ENSRNOT00000042722	4.90E-07	14604
ENSRNOT00000000104	4.90E-07	20945
ENSRNOT00000045676	4.90E-07	19751
ENSRNOT00000001923	4.90E-07	3741
ENSRNOT00000036681	4.91E-07	6595
ENSRNOT00000021120	4.91E-07	22236
ENSRNOT00000011537	4.91E-07	22096
ENSRNOT00000045935	4.91E-07	10422
ENSRNOT00000017616	4.91E-07	4728
ENSRNOT00000065409	4.91E-07	20060
ENSRNOT00000010986	4.91E-07	24038
ENSRNOT00000061999	4.92E-07	10272
ENSRNOT00000067109	4.92E-07	8384
ENSRNOT00000024037	4.92E-07	17900
ENSRNOT00000023520	4.92E-07	17941
ENSRNOT00000057831	4.93E-07	23323
ENSRNOT00000009721	4.93E-07	13145
ENSRNOT00000047948	4.93E-07	172
ENSRNOT00000049772	4.93E-07	1108
ENSRNOT00000061200	4.93E-07	3484
ENSRNOT00000055621	4.94E-07	3598
ENSRNOT00000060527	4.94E-07	16063
ENSRNOT00000068648	4.94E-07	19874
ENSRNOT00000022968	4.94E-07	6672
ENSRNOT00000062041	4.95E-07	15547
ENSRNOT00000040939	4.95E-07	10464
ENSRNOT00000013724	4.95E-07	327
ENSRNOT00000041864	4.95E-07	18680
ENSRNOT00000032782	4.95E-07	7385
ENSRNOT00000051559	4.95E-07	5774
ENSRNOT00000019804	4.96E-07	12386
ENSRNOT00000012618	4.96E-07	20448
ENSRNOT00000058301	4.96E-07	14550
ENSRNOT00000015271	4.97E-07	10069
ENSRNOT00000064780	4.97E-07	8094
ENSRNOT00000046602	4.97E-07	22835
ENSRNOT00000050138	4.97E-07	13998
ENSRNOT00000038275	4.97E-07	21590
ENSRNOT00000017995	4.98E-07	4157
ENSRNOT00000019244	4.98E-07	2102
ENSRNOT00000028003	4.98E-07	3457
ENSRNOT00000026179	4.98E-07	13520
ENSRNOT00000058244	4.98E-07	14582
ENSRNOT00000041702	4.99E-07	18249
ENSRNOT00000025308	4.99E-07	1507
ENSRNOT00000026530	4.99E-07	12193
ENSRNOT00000060108	4.99E-07	24235
ENSRNOT00000009725	4.99E-07	735
ENSRNOT00000068467	5.00E-07	7525
ENSRNOT00000032664	5.00E-07	8516
ENSRNOT00000021909	5.00E-07	9701
ENSRNOT00000006986	5.00E-07	19327
ENSRNOT00000020999	5.00E-07	9959
ENSRNOT00000000351	5.01E-07	19556
ENSRNOT00000007851	5.01E-07	15861
ENSRNOT00000049172	5.01E-07	3323
ENSRNOT00000028262	5.02E-07	2519
ENSRNOT00000027306	5.02E-07	6025
ENSRNOT00000058603	5.03E-07	13645
ENSRNOT00000016129	5.03E-07	6592
ENSRNOT00000043148	5.03E-07	11747
ENSRNOT00000067283	5.04E-07	20619
ENSRNOT00000023408	5.04E-07	19179
ENSRNOT00000064924	5.04E-07	1435
ENSRNOT00000050261	5.04E-07	19145
ENSRNOT00000014348	5.04E-07	22784
ENSRNOT00000031147	5.04E-07	2913
ENSRNOT00000022659	5.04E-07	6206
ENSRNOT00000033843	5.04E-07	2900
ENSRNOT00000065470	5.04E-07	7668
ENSRNOT00000046486	5.04E-07	13931
ENSRNOT00000030474	5.04E-07	11330
ENSRNOT00000037123	5.04E-07	6705
ENSRNOT00000009490	5.04E-07	14043
ENSRNOT00000058694	5.05E-07	13257
ENSRNOT00000021981	5.05E-07	8334
ENSRNOT00000068705	5.05E-07	13083
ENSRNOT00000014846	5.05E-07	22111
ENSRNOT00000066201	5.05E-07	4529
ENSRNOT00000028963	5.06E-07	22145
ENSRNOT00000016012	5.06E-07	21069
ENSRNOT00000027909	5.06E-07	3843
ENSRNOT00000010864	5.06E-07	23699
ENSRNOT00000009716	5.06E-07	14679
ENSRNOT00000041861	5.06E-07	8326
ENSRNOT00000068167	5.07E-07	4699
ENSRNOT00000007407	5.07E-07	17932
ENSRNOT00000051856	5.07E-07	3416
ENSRNOT00000030500	5.08E-07	11766
ENSRNOT00000034133	5.08E-07	2648
ENSRNOT00000056788	5.08E-07	5342
ENSRNOT00000061920	5.08E-07	11950
ENSRNOT00000019510	5.08E-07	13261
ENSRNOT00000009253	5.09E-07	1865
ENSRNOT00000062027	5.10E-07	15570
ENSRNOT00000056552	5.10E-07	4012
ENSRNOT00000055078	5.10E-07	5381
ENSRNOT00000033651	5.10E-07	16767
ENSRNOT00000008267	5.10E-07	3496
ENSRNOT00000055219	5.11E-07	13565
ENSRNOT00000047853	5.11E-07	4777
ENSRNOT00000015172	5.11E-07	10011
ENSRNOT00000022577	5.11E-07	16721
ENSRNOT00000051316	5.11E-07	20057
ENSRNOT00000003454	5.11E-07	13321
ENSRNOT00000024129	5.11E-07	15760
ENSRNOT00000044885	5.11E-07	17353
ENSRNOT00000010993	5.12E-07	23663
ENSRNOT00000052308	5.12E-07	15240
ENSRNOT00000056657	5.12E-07	3203
ENSRNOT00000041201	5.13E-07	7161
ENSRNOT00000068180	5.13E-07	24515
ENSRNOT00000034190	5.13E-07	14362
ENSRNOT00000004151	5.13E-07	151
ENSRNOT00000012874	5.13E-07	6141
ENSRNOT00000067916	5.13E-07	1441
ENSRNOT00000030725	5.13E-07	13167
ENSRNOT00000058730	5.14E-07	13233
ENSRNOT00000057353	5.14E-07	2065
ENSRNOT00000016983	5.14E-07	18595
ENSRNOT00000067699	5.14E-07	6970
ENSRNOT00000000247	5.14E-07	20055
ENSRNOT00000013721	5.15E-07	236
ENSRNOT00000045438	5.15E-07	4378
ENSRNOT00000035839	5.15E-07	20550
ENSRNOT00000039652	5.15E-07	7900
ENSRNOT00000001014	5.16E-07	17588
ENSRNOT00000021212	5.16E-07	21816
ENSRNOT00000050736	5.16E-07	22380
ENSRNOT00000001783	5.16E-07	4232
ENSRNOT00000026371	5.17E-07	12900
ENSRNOT00000051208	5.17E-07	10769
ENSRNOT00000044366	5.17E-07	1110
ENSRNOT00000028272	5.17E-07	2499
ENSRNOT00000066677	5.17E-07	13292
ENSRNOT00000012578	5.18E-07	7993
ENSRNOT00000054848	5.19E-07	18024
ENSRNOT00000067650	5.19E-07	15594
ENSRNOT00000037178	5.19E-07	189
ENSRNOT00000061316	5.20E-07	21189
ENSRNOT00000061163	5.20E-07	21574
ENSRNOT00000025575	5.20E-07	703
ENSRNOT00000027263	5.21E-07	6395
ENSRNOT00000060076	5.21E-07	24274
ENSRNOT00000039305	5.21E-07	19535
ENSRNOT00000048390	5.21E-07	13179
ENSRNOT00000068534	5.21E-07	17507
ENSRNOT00000042938	5.21E-07	22061
ENSRNOT00000018780	5.22E-07	15568
ENSRNOT00000048438	5.22E-07	17863
ENSRNOT00000021956	5.22E-07	9299
ENSRNOT00000001155	5.22E-07	17073
ENSRNOT00000006246	5.22E-07	7301
ENSRNOT00000058359	5.23E-07	14157
ENSRNOT00000016543	5.23E-07	20516
ENSRNOT00000023327	5.23E-07	18833
ENSRNOT00000025287	5.23E-07	1869
ENSRNOT00000047743	5.23E-07	5929
ENSRNOT00000058948	5.24E-07	6201
ENSRNOT00000042094	5.24E-07	11201
ENSRNOT00000006254	5.24E-07	6806
ENSRNOT00000064989	5.24E-07	11395
ENSRNOT00000050352	5.24E-07	12715
ENSRNOT00000015016	5.25E-07	9629
ENSRNOT00000012052	5.25E-07	9547
ENSRNOT00000013553	5.25E-07	1040
ENSRNOT00000043704	5.25E-07	14330
ENSRNOT00000034483	5.26E-07	5748
ENSRNOT00000016745	5.26E-07	18534
ENSRNOT00000051081	5.26E-07	11968
ENSRNOT00000010358	5.26E-07	10875
ENSRNOT00000043055	5.26E-07	18683
ENSRNOT00000049940	5.27E-07	1065
ENSRNOT00000045740	5.27E-07	18689
ENSRNOT00000027421	5.28E-07	5411
ENSRNOT00000051502	5.28E-07	17240
ENSRNOT00000024657	5.29E-07	4442
ENSRNOT00000015140	5.29E-07	9529
ENSRNOT00000000611	5.30E-07	18663
ENSRNOT00000064758	5.30E-07	22897
ENSRNOT00000035326	5.31E-07	23451
ENSRNOT00000064965	5.31E-07	8392
ENSRNOT00000000725	5.31E-07	18526
ENSRNOT00000009419	5.31E-07	14378
ENSRNOT00000067152	5.32E-07	10328
ENSRNOT00000048818	5.32E-07	8407
ENSRNOT00000049345	5.33E-07	5324
ENSRNOT00000047518	5.33E-07	507
ENSRNOT00000039110	5.33E-07	5414
ENSRNOT00000056328	5.33E-07	4523
ENSRNOT00000046054	5.33E-07	22400
ENSRNOT00000011940	5.33E-07	20458
ENSRNOT00000036637	5.34E-07	23505
ENSRNOT00000039259	5.34E-07	6901
ENSRNOT00000011889	5.34E-07	7450
ENSRNOT00000000776	5.35E-07	18184
ENSRNOT00000029284	5.35E-07	10274
ENSRNOT00000026783	5.35E-07	11485
ENSRNOT00000061780	5.35E-07	16538
ENSRNOT00000016997	5.35E-07	18109
ENSRNOT00000027885	5.35E-07	3880
ENSRNOT00000012747	5.35E-07	6872
ENSRNOT00000042106	5.35E-07	15371
ENSRNOT00000050919	5.36E-07	8470
ENSRNOT00000023574	5.36E-07	18886
ENSRNOT00000012167	5.36E-07	20447
ENSRNOT00000061800	5.36E-07	23306
ENSRNOT00000026318	5.36E-07	13399
ENSRNOT00000025990	5.37E-07	14333
ENSRNOT00000031803	5.37E-07	14111
ENSRNOT00000002068	5.37E-07	3221
ENSRNOT00000031163	5.37E-07	4177
ENSRNOT00000019684	5.37E-07	12784
ENSRNOT00000066924	5.38E-07	7708
ENSRNOT00000028275	5.38E-07	2467
ENSRNOT00000025689	5.38E-07	671
ENSRNOT00000066186	5.38E-07	8883
ENSRNOT00000058918	5.38E-07	19094
ENSRNOT00000012164	5.38E-07	8949
ENSRNOT00000055318	5.39E-07	17192
ENSRNOT00000023459	5.39E-07	19783
ENSRNOT00000000537	5.39E-07	19046
ENSRNOT00000034265	5.39E-07	9594
ENSRNOT00000066774	5.39E-07	7939
ENSRNOT00000005405	5.40E-07	21194
ENSRNOT00000022724	5.40E-07	5940
ENSRNOT00000013762	5.41E-07	6104
ENSRNOT00000052290	5.41E-07	2939
ENSRNOT00000022881	5.41E-07	5825
ENSRNOT00000005534	5.41E-07	9848
ENSRNOT00000060522	5.41E-07	23345
ENSRNOT00000018140	5.42E-07	3109
ENSRNOT00000014444	5.42E-07	22933
ENSRNOT00000022851	5.42E-07	6275
ENSRNOT00000014825	5.42E-07	22400
ENSRNOT00000029227	5.43E-07	14664
ENSRNOT00000028518	5.43E-07	16381
ENSRNOT00000059885	5.44E-07	12460
ENSRNOT00000038647	5.44E-07	12926
ENSRNOT00000005853	5.44E-07	8369
ENSRNOT00000021609	5.44E-07	22265
ENSRNOT00000068014	5.44E-07	23336
ENSRNOT00000068124	5.45E-07	7864
ENSRNOT00000057681	5.45E-07	14699
ENSRNOT00000065096	5.45E-07	19157
ENSRNOT00000060397	5.45E-07	23469
ENSRNOT00000038397	5.45E-07	16535
ENSRNOT00000057998	5.45E-07	15134
ENSRNOT00000067098	5.45E-07	9565
ENSRNOT00000033122	5.46E-07	12218
ENSRNOT00000013566	5.46E-07	5074
ENSRNOT00000061899	5.47E-07	16011
ENSRNOT00000048783	5.47E-07	19280
ENSRNOT00000064328	5.47E-07	11789
ENSRNOT00000025594	5.47E-07	675
ENSRNOT00000036143	5.47E-07	15466
ENSRNOT00000019992	5.48E-07	11412
ENSRNOT00000012247	5.48E-07	9003
ENSRNOT00000045150	5.48E-07	18236
ENSRNOT00000067419	5.49E-07	4483
ENSRNOT00000039757	5.49E-07	3688
ENSRNOT00000026067	5.49E-07	13900
ENSRNOT00000017307	5.49E-07	19983
ENSRNOT00000046227	5.50E-07	4553
ENSRNOT00000033203	5.50E-07	22978
ENSRNOT00000045642	5.51E-07	1235
ENSRNOT00000036427	5.51E-07	20523
ENSRNOT00000068734	5.51E-07	17683
ENSRNOT00000034102	5.51E-07	2648
ENSRNOT00000020229	5.51E-07	557
ENSRNOT00000059063	5.51E-07	18983
ENSRNOT00000002091	5.52E-07	3211
ENSRNOT00000061414	5.52E-07	21036
ENSRNOT00000010263	5.52E-07	10983
ENSRNOT00000058287	5.52E-07	8007
ENSRNOT00000008211	5.52E-07	15867
ENSRNOT00000004476	5.52E-07	13411
ENSRNOT00000042204	5.53E-07	835
ENSRNOT00000005997	5.53E-07	7844
ENSRNOT00000023678	5.53E-07	14039
ENSRNOT00000018905	5.53E-07	15541
ENSRNOT00000024298	5.53E-07	15638
ENSRNOT00000061402	5.54E-07	1987
ENSRNOT00000028077	5.54E-07	3373
ENSRNOT00000051531	5.54E-07	17209
ENSRNOT00000022220	5.55E-07	7674
ENSRNOT00000067733	5.55E-07	22844
ENSRNOT00000018737	5.55E-07	18879
ENSRNOT00000051388	5.55E-07	7891
ENSRNOT00000040511	5.55E-07	10003
ENSRNOT00000018231	5.56E-07	2688
ENSRNOT00000048845	5.56E-07	18633
ENSRNOT00000011325	5.56E-07	22435
ENSRNOT00000005738	5.56E-07	10359
ENSRNOT00000055825	5.57E-07	17654
ENSRNOT00000021938	5.57E-07	9796
ENSRNOT00000046801	5.57E-07	14400
ENSRNOT00000036265	5.57E-07	23521
ENSRNOT00000064578	5.57E-07	516
ENSRNOT00000038132	5.58E-07	24044
ENSRNOT00000061243	5.58E-07	21536
ENSRNOT00000003966	5.58E-07	11435
ENSRNOT00000001882	5.58E-07	4117
ENSRNOT00000016734	5.58E-07	20558
ENSRNOT00000005223	5.59E-07	21428
ENSRNOT00000000433	5.59E-07	23874
ENSRNOT00000010055	5.59E-07	12145
ENSRNOT00000056840	5.60E-07	15850
ENSRNOT00000026395	5.60E-07	13021
ENSRNOT00000048061	5.60E-07	22108
ENSRNOT00000057728	5.60E-07	1210
ENSRNOT00000025686	5.60E-07	627
ENSRNOT00000004613	5.61E-07	23935
ENSRNOT00000004609	5.61E-07	24345
ENSRNOT00000030079	5.61E-07	14055
ENSRNOT00000056836	5.61E-07	19888
ENSRNOT00000015637	5.62E-07	16397
ENSRNOT00000051892	5.62E-07	3837
ENSRNOT00000042374	5.62E-07	11666
ENSRNOT00000056138	5.62E-07	806
ENSRNOT00000020018	5.62E-07	11386
ENSRNOT00000015763	5.62E-07	8427
ENSRNOT00000028194	5.63E-07	2809
ENSRNOT00000065858	5.63E-07	2457
ENSRNOT00000054917	5.63E-07	18002
ENSRNOT00000026640	5.64E-07	12195
ENSRNOT00000044756	5.64E-07	2477
ENSRNOT00000063990	5.64E-07	13437
ENSRNOT00000055721	5.64E-07	21238
ENSRNOT00000027048	5.64E-07	10482
ENSRNOT00000003800	5.65E-07	11899
ENSRNOT00000013634	5.65E-07	1069
ENSRNOT00000048407	5.65E-07	17127
ENSRNOT00000003076	5.66E-07	14733
ENSRNOT00000047752	5.66E-07	18240
ENSRNOT00000046277	5.66E-07	12496
ENSRNOT00000060576	5.66E-07	21177
ENSRNOT00000032767	5.66E-07	1792
ENSRNOT00000066412	5.66E-07	7243
ENSRNOT00000028322	5.67E-07	2372
ENSRNOT00000068025	5.67E-07	13434
ENSRNOT00000013040	5.68E-07	5569
ENSRNOT00000007186	5.68E-07	18453
ENSRNOT00000039203	5.68E-07	12541
ENSRNOT00000014958	5.68E-07	16286
ENSRNOT00000062035	5.69E-07	9864
ENSRNOT00000044208	5.69E-07	2310
ENSRNOT00000042117	5.69E-07	4234
ENSRNOT00000064587	5.69E-07	1175
ENSRNOT00000020002	5.69E-07	12861
ENSRNOT00000018496	5.69E-07	2259
ENSRNOT00000046787	5.69E-07	4042
ENSRNOT00000058574	5.69E-07	13661
ENSRNOT00000065067	5.70E-07	15620
ENSRNOT00000027497	5.70E-07	5389
ENSRNOT00000032746	5.70E-07	13672
ENSRNOT00000056370	5.70E-07	18236
ENSRNOT00000033335	5.71E-07	19475
ENSRNOT00000045604	5.71E-07	21892
ENSRNOT00000039438	5.72E-07	630
ENSRNOT00000029608	5.72E-07	10097
ENSRNOT00000022559	5.72E-07	6656
ENSRNOT00000024144	5.72E-07	15736
ENSRNOT00000027972	5.73E-07	3475
ENSRNOT00000020919	5.73E-07	23473
ENSRNOT00000044262	5.73E-07	1334
ENSRNOT00000037662	5.73E-07	3369
ENSRNOT00000056074	5.73E-07	23670
ENSRNOT00000057428	5.74E-07	23278
ENSRNOT00000000697	5.74E-07	18569
ENSRNOT00000029178	5.75E-07	201
ENSRNOT00000065557	5.75E-07	3987
ENSRNOT00000017682	5.75E-07	5717
ENSRNOT00000048446	5.75E-07	10735
ENSRNOT00000014351	5.76E-07	22829
ENSRNOT00000039237	5.76E-07	13480
ENSRNOT00000058595	5.76E-07	13652
ENSRNOT00000024119	5.76E-07	15848
ENSRNOT00000012239	5.76E-07	8532
ENSRNOT00000068598	5.76E-07	8807
ENSRNOT00000044725	5.77E-07	9694
ENSRNOT00000023913	5.77E-07	16778
ENSRNOT00000065855	5.77E-07	22938
ENSRNOT00000034316	5.77E-07	7033
ENSRNOT00000023125	5.77E-07	19843
ENSRNOT00000028584	5.78E-07	16296
ENSRNOT00000037848	5.78E-07	1054
ENSRNOT00000060034	5.78E-07	16277
ENSRNOT00000016177	5.78E-07	20574
ENSRNOT00000009581	5.78E-07	15025
ENSRNOT00000047719	5.78E-07	215
ENSRNOT00000029790	5.78E-07	2844
ENSRNOT00000041645	5.78E-07	16653
ENSRNOT00000060466	5.78E-07	23388
ENSRNOT00000010714	5.79E-07	24564
ENSRNOT00000047897	5.79E-07	15870
ENSRNOT00000007812	5.79E-07	15866
ENSRNOT00000020833	5.79E-07	23075
ENSRNOT00000033078	5.79E-07	22986
ENSRNOT00000015799	5.79E-07	6976
ENSRNOT00000039322	5.79E-07	1130
ENSRNOT00000029773	5.79E-07	11142
ENSRNOT00000020815	5.80E-07	23551
ENSRNOT00000068031	5.80E-07	15440
ENSRNOT00000046453	5.81E-07	9814
ENSRNOT00000048777	5.81E-07	3264
ENSRNOT00000000330	5.81E-07	19595
ENSRNOT00000021288	5.81E-07	20100
ENSRNOT00000046993	5.82E-07	21914
ENSRNOT00000001808	5.82E-07	4213
ENSRNOT00000052082	5.82E-07	15689
ENSRNOT00000039082	5.82E-07	11323
ENSRNOT00000037985	5.82E-07	23373
ENSRNOT00000010926	5.82E-07	24468
ENSRNOT00000023945	5.82E-07	16735
ENSRNOT00000048673	5.82E-07	14314
ENSRNOT00000058642	5.83E-07	13633
ENSRNOT00000036203	5.83E-07	5556
ENSRNOT00000044417	5.83E-07	1864
ENSRNOT00000027970	5.83E-07	3797
ENSRNOT00000041365	5.84E-07	16995
ENSRNOT00000042599	5.85E-07	21762
ENSRNOT00000046691	5.85E-07	590
ENSRNOT00000041359	5.85E-07	13891
ENSRNOT00000006235	5.85E-07	8208
ENSRNOT00000059994	5.85E-07	3976
ENSRNOT00000039776	5.85E-07	16425
ENSRNOT00000001016	5.85E-07	17586
ENSRNOT00000059835	5.86E-07	26
ENSRNOT00000028637	5.87E-07	16178
ENSRNOT00000041040	5.87E-07	18260
ENSRNOT00000052028	5.87E-07	9631
ENSRNOT00000026165	5.87E-07	13569
ENSRNOT00000056535	5.87E-07	4022
ENSRNOT00000040609	5.87E-07	9622
ENSRNOT00000046999	5.88E-07	14436
ENSRNOT00000050242	5.88E-07	19129
ENSRNOT00000015517	5.88E-07	7942
ENSRNOT00000022685	5.88E-07	6175
ENSRNOT00000058663	5.88E-07	6714
ENSRNOT00000046069	5.89E-07	3719
ENSRNOT00000057944	5.89E-07	9770
ENSRNOT00000042371	5.89E-07	189
ENSRNOT00000014134	5.89E-07	23351
ENSRNOT00000001251	5.89E-07	16613
ENSRNOT00000006345	5.89E-07	20981
ENSRNOT00000019754	5.90E-07	12423
ENSRNOT00000045272	5.90E-07	7726
ENSRNOT00000005438	5.90E-07	10361
ENSRNOT00000040530	5.91E-07	24260
ENSRNOT00000051970	5.91E-07	6646
ENSRNOT00000060244	5.91E-07	23867
ENSRNOT00000025481	5.92E-07	1520
